MP:0005282	decreased fatty acid level
HP:0002705	High, narrow palate
HP:0006006	Hypotrophy of the small hand muscles
HP:0000668	Hypodontia
HP:0003302	Spondylolisthesis
HP:0001629	Ventricular septal defect
HP:0001385	Hip dysplasia
HP:0001631	Defect in the atrial septum
HP:0000189	Narrow palate
HP:0000430	Underdeveloped nasal alae
HP:0001382	Joint hypermobility
HP:0007370	Aplasia/Hypoplasia of the corpus callosum
HP:0000204	Cleft upper lip
HP:0002808	Kyphosis
HP:0000750	Delayed speech and language development
HP:0000337	Broad forehead
HP:0000076	Vesicoureteral reflux
HP:0000348	High forehead
HP:0000194	Open mouth
HP:0001290	Generalized hypotonia
HP:0100807	Long fingers
HP:0002119	Ventriculomegaly
HP:0005656	Positional foot deformity
HP:0000767	Pectus excavatum
HP:0001724	Aortic dilatation
HP:0000508	Ptosis
HP:0000232	Everted lower lip vermilion
HP:0000126	Hydronephrosis
HP:0000960	Sacral dimple
HP:0006610	Wide intermamillary distance
HP:0001212	Prominent fingertip pads
HP:0000964	Eczema
MP:0004768	abnormal axonal transport
MP:0006361	abnormal female germ cell morphology
MP:0005168	abnormal female meiosis
HP:0000134	Female hypogonadism
ZP:0002000	abnormal(ly) present in fewer numbers in organism primordial germ cell
ZP:0001576	abnormal(ly) mislocalised primordial germ cell
ZP:0001999	abnormal(ly) absent oocyte
ZP:0001998	abnormal(ly) disrupted female germ-line stem cell maintenance
HP:0006266	Small placenta
MP:0005431	decreased oocyte number
MP:0001713	decreased trophoblast giant cell number
MP:0001417	decreased exploration in new environment
MP:0001423	abnormal liquid preference
MP:0008703	decreased interleukin-5 secretion
MP:0008566	increased interferon-gamma secretion
MP:0008700	decreased interleukin-4 secretion
MP:0008911	induced hyperactivity
MP:0008500	increased IgG2a level
MP:0003449	abnormal intestinal goblet cell morphology
MP:0008681	increased interleukin-17 secretion
MP:0001935	decreased litter size
MP:0003787	abnormal imprinting
MP:0009747	impaired behavioral response to xenobiotic
MP:0002757	decreased vertical activity
HP:0001513	Obesity
MP:0008495	decreased IgG1 level
MP:0009746	enhanced behavioral response to xenobiotic
MP:0008673	decreased interleukin-13 secretion
MP:0005027	increased susceptibility to parasitic infection
MP:0010767	abnormal female meiosis I arrest
MP:0004966	abnormal inner cell mass proliferation
MP:0005463	abnormal CD4-positive T cell physiology
HP:0011018	Abnormality of the cell cycle
MP:0008688	decreased interleukin-2 secretion
MP:0005095	decreased T cell proliferation
MP:0008706	decreased interleukin-6 secretion
HP:0011990	Abnormality of neutrophil physiology
MP:0008561	decreased tumor necrosis factor secretion
MP:0008691	decreased interleukin-23 secretion
HP:0002311	Incoordination
HP:0007945	Choroidal degeneration
HP:0000613	Photophobia
HP:0000556	Retinal dystrophy
HP:0007703	Abnormal retinal pigmentation
HP:0000864	Abnormality of the hypothalamus-pituitary axis
HP:0004209	Clinodactyly of the 5th finger
HP:0002127	Upper motor neuron abnormality
HP:0001347	Hyperreflexia
HP:0001135	Chorioretinal dystrophy
HP:0007263	Spinocerebellar atrophy
HP:0000512	Abnormal electroretinogram
HP:0004374	Hemiplegia/hemiparesis
HP:0000648	Optic atrophy
HP:0009053	Distal lower limb muscle weakness
HP:0007020	Progressive spastic paraplegia
HP:0002168	Scanning speech
HP:0002558	Supernumerary nipples
HP:0002080	Intention tremor
HP:0000529	Progressive visual loss
HP:0006827	Atrophy of the spinal cord
HP:0000771	Gynecomastia
MP:0000880	decreased Purkinje cell number
MP:0001701	incomplete embryo turning
MP:0008803	abnormal placental labyrinth vasculature morphology
MP:0004068	dilated dorsal aorta
MP:0009683	abnormal lateral corticospinal tract morphology
MP:0001718	abnormal visceral yolk sac morphology
MP:0000807	abnormal hippocampus morphology
MP:0005657	abnormal neural plate morphology
MP:0001712	abnormal placenta development
MP:0004938	dilated vasculature
MP:0004777	abnormal phospholipid level
MP:0009658	increased placenta apoptosis
HP:0002170	Intracranial hemorrhage
MP:0002584	small ectoplacental cone
HP:0000980	Pallor
MP:0004560	abnormal chorionic plate morphology
MP:0000291	enlarged pericardium
MP:0002836	abnormal chorion morphology
MP:0005033	abnormal trophoblast giant cells
MP:0002574	increased vertical activity
MP:0001622	abnormal vasculogenesis
ZP:0001236	abnormal(ly) morphology midbrain hindbrain boundary
ZP:0001016	abnormal(ly) disrupted eye development
ZP:0007397	abnormal(ly) process quality BMP signaling pathway
ZP:0003660	abnormal(ly) truncated motor neuron axon
ZP:0001037	abnormal(ly) present in fewer numbers in organism motor neuron
ZP:0000869	abnormal(ly) shortened whole organism anterior/posterior axis
MP:0004310	small otic vesicle
ZP:0003720	abnormal(ly) branched motor neuron axon
ZP:0004108	abnormal(ly) apoptotic central nervous system
MP:0008705	increased interleukin-6 secretion
MP:0008560	increased tumor necrosis factor secretion
MP:0008735	increased susceptibility to endotoxin shock
MP:0008663	increased interleukin-12 secretion
MP:0008596	increased circulating interleukin-6 level
MP:0002941	increased circulating alanine transaminase level
MP:0002410	decreased susceptibility to viral infection
HP:0010803	Everted upper lip vermilion
HP:0006323	Premature loss of primary teeth
HP:0008388	Abnormality of the toenail
HP:0000674	Anodontia
HP:0002046	Heat intolerance
HP:0002047	Malignant hyperthermia
HP:0001000	Abnormality of skin pigmentation
HP:0001106	Periorbital hyperpigmentation
HP:0000653	Sparse eyelashes
HP:0002164	Nail dysplasia
HP:0002298	Absent hair
HP:0000704	Periodontitis
HP:0000970	Anhidrosis
HP:0000535	Sparse eyebrow
HP:0000179	Thick lower lip vermilion
HP:0000966	Hypohidrosis
HP:0000607	Periorbital wrinkles
ZP:0000551	abnormal(ly) shape cranium
ZP:0003912	abnormal(ly) absent anal fin
ZP:0007409	abnormal(ly) malformed lepidotrichium
ZP:0001707	abnormal(ly) absent pectoral fin
ZP:0000762	abnormal(ly) aplastic fin
ZP:0001291	abnormal(ly) absent dorsal fin
ZP:0000489	abnormal(ly) quality fin
ZP:0007406	abnormal(ly) aplastic anal fin lepidotrichium
ZP:0008611	abnormal(ly) absent caudal fin
ZP:0007407	abnormal(ly) aplastic caudal fin lepidotrichium
ZP:0008610	abnormal(ly) absent fin
ZP:0007402	abnormal(ly) aplastic ceratobranchial 5 tooth
ZP:0008614	abnormal(ly) absent pelvic fin
ZP:0007400	abnormal(ly) decreased size gill raker
ZP:0007401	abnormal(ly) aplastic gill raker
MP:0010864	abnormal enamel knot morphology
MP:0000408	absent duvet hair
MP:0003704	abnormal hair follicle development
MP:0006258	abnormal circumvallate papillae morphology
HP:0011054	Agenesis of molar
MP:0000400	abnormal awl hair morphology
MP:0000675	abnormal eccrine gland morphology
MP:0000405	abnormal auchene hair morphology
HP:0011063	Abnormality of incisor morphology
MP:0004830	short incisors
MP:0005409	darkened coat color
HP:0011069	Increased number of teeth
MP:0009003	abnormal vibrissa number
MP:0006365	absent guard hair
MP:0006402	small molars
MP:0008904	abnormal mammary fat pad morphology
MP:0006366	absent zigzag hairs
MP:0006400	decreased molar number
MP:0009534	absent anterior lingual gland
HP:0011077	Abnormality of molar
MP:0009533	absent palatine gland
MP:0006363	absent auchene hairs
MP:0006236	absent meibomian glands
MP:0000585	kinked tail
MP:0000427	abnormal hair cycle
HP:0006485	Agenesis of incisor
HP:0009887	Abnormality of hair pigmentation
MP:0000662	abnormal branching of the mammary ductal tree
MP:0000124	absent teeth
MP:0003791	abnormal minor salivary gland morphology
HP:0000137	Abnormality of the ovary
MP:0008499	increased IgG1 level
MP:0008567	decreased interferon-gamma secretion
HP:0000138	Ovarian cysts
MP:0001939	secondary sex reversal
HP:0000099	Glomerulonephritis
MP:0005465	abnormal T-helper 1 physiology
MP:0000351	increased cell proliferation
HP:0003496	Increased IgM level
MP:0008871	abnormal ovarian follicle number
MP:0002534	abnormal type IV hypersensitivity reaction
MP:0008210	increased mature B cell number
MP:0004796	increased anti-histone antibody level
HP:0012177	Abnormal natural killer cell physiology
MP:0004762	increased anti-double stranded DNA antibody level
MP:0008049	increased memory T cell number
MP:0006424	absent testis cords
MP:0002995	primary sex reversal
MP:0008088	abnormal T-helper 1 cell differentiation
MP:0011156	abnormal hypodermis fat layer morphology
MP:0000343	altered response to myocardial infarction
MP:0008498	decreased IgG3 level
MP:0008670	decreased interleukin-12b secretion
MP:0008597	decreased circulating interleukin-6 level
MP:0002376	abnormal dendritic cell physiology
HP:0011116	Abnormality of interferon secretion
MP:0005042	abnormal level of surface class II molecules
MP:0008734	decreased susceptibility to endotoxin shock
MP:0002451	abnormal macrophage physiology
MP:0005093	decreased B cell proliferation
HP:0002066	Gait ataxia
HP:0002069	Generalized tonic-clonic seizures
HP:0001310	Dysmetria
HP:0002070	Limb ataxia
HP:0002313	Spastic paraparesis
HP:0001300	Parkinsonism
HP:0002395	Lower limb hyperreflexia
HP:0001336	Myoclonus
HP:0000514	Slow saccadic eye movements
HP:0001260	Dysarthria
HP:0000641	Dysmetric saccades
HP:0002015	Dysphagia
HP:0001332	Dystonia
HP:0000640	Gaze-evoked nystagmus
HP:0012240	Increased intramyocellular lipid droplets
HP:0000597	Ophthalmoparesis
HP:0000657	Oculomotor apraxia
MP:0009684	abnormal spinal cord lateral motor column morphology
MP:0000956	decreased spinal cord size
HP:0002446	Astrocytosis
HP:0008322	Abnormal mitochondrial morphology
MP:0010387	abnormal Bergmann glial cell morphology
MP:0008027	abnormal spinal cord white matter morphology
MP:0000876	Purkinje cell degeneration
MP:0000877	abnormal Purkinje cell morphology
HP:0003687	Centrally nucleated skeletal muscle fibers
MP:0001405	impaired coordination
HP:0004303	Abnormality of muscle fibers
MP:0001523	impaired righting response
MP:0004835	abnormal miniature endplate potential
MP:0010955	abnormal respiratory electron transport chain
MP:0003871	abnormal myelin sheath morphology
MP:0010954	abnormal cellular respiration
HP:0012447	Abnormal myelination
MP:0009400	decreased skeletal muscle fiber size
MP:0008918	microgliosis
MP:0002675	asthenozoospermia
MP:0009230	abnormal sperm head morphology
MP:0004543	abnormal sperm physiology
MP:0004542	impaired acrosome reaction
MP:0008892	abnormal sperm flagellum morphology
MP:0009243	hairpin sperm flagellum
MP:0008893	detached sperm flagellum
MP:0009647	decreased fertilization frequency
MP:0000242	impaired fertilization
MP:0005578	teratozoospermia
MP:0009238	coiled sperm flagellum
ZP:0002354	abnormal(ly) absent ventral wall of dorsal aorta hematopoietic stem cell
ZP:0000008	abnormal(ly) disrupted hematopoietic stem cell differentiation
ZP:0002272	abnormal(ly) necrotic brain
MP:0003990	decreased neurotransmitter release
MP:0000948	nonconvulsive seizures
MP:0003008	enhanced long term potentiation
MP:0001499	abnormal kindling response
MP:0004769	abnormal synaptic vesicle morphology
MP:0010027	increased liver cholesterol level
MP:0001475	reduced long term depression
MP:0003043	hypoalgesia
MP:0001231	abnormal epidermis stratum basale morphology
MP:0004200	decreased fetal size
MP:0001625	cardiac hypertrophy
MP:0002190	disorganized myocardium
MP:0001786	skin edema
MP:0010020	spleen vascular congestion
MP:0010018	pulmonary vascular congestion
MP:0010019	liver vascular congestion
MP:0010017	visceral vascular congestion
MP:0001154	seminiferous tubule degeneration
HP:0200057	Marcus Gunn pupil
MP:0005562	decreased mean corpuscular hemoglobin
MP:0008279	arrest of spermiogenesis
MP:0005176	eyelids fail to open
MP:0009851	abnormal Sertoli cell phagocytosis
MP:0004151	decreased circulating iron level
HP:0009918	Ectopia pupillae
HP:0000692	Misalignment of teeth
HP:0007957	Corneal opacity
HP:0000525	Abnormality of the iris
MP:0008898	abnormal acrosome morphology
MP:0002591	decreased mean corpuscular volume
MP:0004182	abnormal spermiation
MP:0002699	abnormal vitreous body morphology
HP:0200007	Abnormal size of the palpebral fissures
MP:0010831	partial lethality
HP:0011499	Mydriasis
MP:0011708	decreased fibroblast cell migration
HP:0002090	Pneumonia
ZP:0001255	abnormal(ly) curved dorsal post-vent region
ZP:0002716	abnormal(ly) malformed vertical myoseptum
ZP:0007535	abnormal(ly) decreased process quality sensory epithelium regeneration
ZP:0007534	abnormal(ly) decreased process quality axon regeneration
ZP:0007536	abnormal(ly) increased length skeletal muscle cell
ZP:0000638	abnormal(ly) curved ventral post-vent region
ZP:0002705	abnormal(ly) decreased occurrence muscle attachment
ZP:0002706	abnormal(ly) process quality skeletal muscle organ development
HP:0004349	Reduced bone mineral density
MP:0010124	decreased bone mineral content
ZP:0002717	abnormal(ly) malformed myotome
MP:0003131	increased erythrocyte cell number
HP:0012311	Monocytosis
HP:0005407	Decreased number of CD4+ T cells
MP:0008050	decreased memory T cell number
MP:0005010	abnormal CD8-positive T cell morphology
MP:0004536	short inner hair cell stereocilia
MP:0004324	vestibular hair cell degeneration
MP:0011967	increased or absent threshold for auditory brainstem response
MP:0002856	abnormal vestibular ganglion morphology
MP:0004532	abnormal inner hair cell stereociliary bundle morphology
MP:0002857	cochlear ganglion degeneration
MP:0004534	decreased inner hair cell stereocilia number
MP:0011063	absent inner hair cell kinocilia
MP:0001410	head bobbing
MP:0004521	abnormal cochlear hair cell stereociliary bundle morphology
MP:0003149	abnormal tectorial membrane morphology
MP:0001409	increased stereotypic behavior
MP:0004525	thin cochlear hair cell stereocilia
MP:0004527	abnormal outer hair cell stereociliary bundle morphology
MP:0005307	head tossing
MP:0004393	abnormal cochlear inner hair cell morphology
MP:0004515	abnormal vestibular hair cell stereociliary bundle morphology
MP:0004578	abnormal cochlear hair bundle tip links morphology
MP:0004519	thin vestibular hair cell stereocilia
MP:0000043	organ of Corti degeneration
MP:0006359	absent startle reflex
MP:0001395	bidirectional circling
MP:0004417	decreased cochlear nerve compound action potential
MP:0004363	stria vascularis degeneration
MP:0004362	cochlear hair cell degeneration
MP:0004428	abnormal type I vestibular cell
MP:0005240	abnormal amacrine cell morphology
MP:0008508	thick retinal ganglion layer
HP:0000921	Missing ribs
MP:0005459	decreased percent body fat
MP:0008496	decreased IgG2a level
MP:0002573	behavioral despair
MP:0010909	pulmonary alveolar hemorrhage
MP:0001176	abnormal lung development
HP:0100750	Atelectasis
HP:0002733	Abnormality of the lymph nodes
MP:0003659	abnormal lymph circulation
MP:0004038	lymphangiectasis
MP:0009339	decreased splenocyte number
MP:0005017	decreased B cell number
MP:0002392	abnormal Peyer's patch T cell area morphology
MP:0003402	decreased liver weight
MP:0001488	increased startle reflex
HP:0001635	Congestive heart failure
MP:0005630	increased lung weight
MP:0008142	decreased small intestinal villus size
MP:0004077	abnormal striatum morphology
MP:0003393	decreased cardiac output
MP:0002188	small heart
MP:0005318	decreased triglyceride level
MP:0003916	decreased heart left ventricle weight
MP:0004499	increased incidence of tumors by chemical induction
MP:0005598	decreased ventricle muscle contractility
MP:0005458	increased percent body fat
MP:0006007	abnormal basal ganglion morphology
MP:0005455	increased susceptibility to weight gain
MP:0005329	abnormal myocardium layer morphology
MP:0002834	decreased heart weight
MP:0002833	increased heart weight
MP:0003921	abnormal heart left ventricle morphology
HP:0012378	Fatigue
MP:0004485	increased response of heart to induced stress
HP:0002508	Brainstem dysplasia
MP:0003224	neuron degeneration
MP:0005290	decreased oxygen consumption
MP:0009422	decreased gastrocnemius weight
MP:0010239	decreased skeletal muscle weight
MP:0009136	decreased brown fat cell size
HP:0003750	Increased muscle fatiguability
